dt,user_id,initial_amount,program,deposit,total_deposits,total_deposits_for_month,current_balance,total_transaction_count,total_transaction_count_for_month,is_last_day_of_month
2017-01-21,43,1146,1,0,0,0,1146,0,0,False
2017-01-22,43,1146,1,0,0,0,1146,0,0,False
2017-01-23,43,1146,1,0,0,0,1146,0,0,False
2017-01-24,43,1146,1,0,0,0,1146,0,0,False
2017-01-25,43,1146,1,-31,-31,-31,1115,1,1,False
2017-01-26,43,1146,1,0,-31,-31,1115,1,1,False
2017-01-27,43,1146,1,0,-31,-31,1115,1,1,False
2017-01-28,43,1146,1,0,-31,-31,1115,1,1,False
2017-01-29,43,1146,1,0,-31,-31,1115,1,1,False
2017-01-30,43,1146,1,0,-31,-31,1115,1,1,False
2017-01-31,43,1146,1,0,-31,-31,1115,1,1,True
2017-02-01,43,1146,1,337,306,337,1452,2,1,False
2017-02-02,43,1146,1,0,306,337,1452,2,1,False
2017-02-03,43,1146,1,0,306,337,1452,2,1,False
2017-02-04,43,1146,1,0,306,337,1452,2,1,False
2017-02-05,43,1146,1,0,306,337,1452,2,1,False
2017-02-06,43,1146,1,0,306,337,1452,2,1,False
2017-02-07,43,1146,1,0,306,337,1452,2,1,False
2017-02-08,43,1146,1,0,306,337,1452,2,1,False
2017-02-09,43,1146,1,64,370,401,1516,3,2,False
2017-02-10,43,1146,1,-100,270,301,1416,4,3,False
2017-02-11,43,1146,1,0,270,301,1416,4,3,False
2017-02-12,43,1146,1,0,270,301,1416,4,3,False
2017-02-13,43,1146,1,0,270,301,1416,4,3,False
2017-02-14,43,1146,1,0,270,301,1416,4,3,False
2017-02-15,43,1146,1,0,270,301,1416,4,3,False
2017-02-16,43,1146,1,0,270,301,1416,4,3,False
2017-02-17,43,1146,1,0,270,301,1416,4,3,False
2017-02-18,43,1146,1,124,394,425,1540,5,4,False
2017-02-19,43,1146,1,0,394,425,1540,5,4,False
2017-02-20,43,1146,1,0,394,425,1540,5,4,False
2017-02-21,43,1146,1,0,394,425,1540,5,4,False
2017-02-22,43,1146,1,0,394,425,1540,5,4,False
2017-02-23,43,1146,1,0,394,425,1540,5,4,False
2017-02-24,43,1146,1,0,394,425,1540,5,4,False
2017-02-25,43,1146,1,0,394,425,1540,5,4,False
2017-02-26,43,1146,1,0,394,425,1540,5,4,False
2017-02-27,43,1146,1,0,394,425,1540,5,4,False
2017-02-28,43,1146,1,0,394,425,1540,5,4,True
2017-03-01,43,1146,1,0,394,0,1540,5,0,False
2017-03-02,43,1146,1,0,394,0,1540,5,0,False
2017-03-03,43,1146,1,0,394,0,1540,5,0,False
2017-03-04,43,1146,1,0,394,0,1540,5,0,False
2017-03-05,43,1146,1,0,394,0,1540,5,0,False
2017-03-06,43,1146,1,0,394,0,1540,5,0,False
2017-03-07,43,1146,1,0,394,0,1540,5,0,False
2017-03-08,43,1146,1,0,394,0,1540,5,0,False
2017-03-09,43,1146,1,0,394,0,1540,5,0,False
2017-03-10,43,1146,1,-10,384,-10,1530,6,1,False
2017-03-11,43,1146,1,0,384,-10,1530,6,1,False
2017-03-12,43,1146,1,0,384,-10,1530,6,1,False
2017-03-13,43,1146,1,0,384,-10,1530,6,1,False
2017-03-14,43,1146,1,0,384,-10,1530,6,1,False
2017-03-15,43,1146,1,0,384,-10,1530,6,1,False
2017-03-16,43,1146,1,0,384,-10,1530,6,1,False
2017-03-17,43,1146,1,0,384,-10,1530,6,1,False
2017-03-18,43,1146,1,0,384,-10,1530,6,1,False
2017-03-19,43,1146,1,0,384,-10,1530,6,1,False
2017-03-20,43,1146,1,0,384,-10,1530,6,1,False
2017-03-21,43,1146,1,0,384,-10,1530,6,1,False
2017-03-22,43,1146,1,0,384,-10,1530,6,1,False
2017-03-23,43,1146,1,0,384,-10,1530,6,1,False
2017-03-24,43,1146,1,197,581,187,1727,7,2,False
2017-03-25,43,1146,1,0,581,187,1727,7,2,False
2017-03-26,43,1146,1,0,581,187,1727,7,2,False
2017-03-27,43,1146,1,0,581,187,1727,7,2,False
2017-03-28,43,1146,1,214,795,401,1941,8,3,False
2017-03-29,43,1146,1,0,795,401,1941,8,3,False
2017-03-30,43,1146,1,0,795,401,1941,8,3,False
2017-03-31,43,1146,1,0,795,401,1941,8,3,True
2017-01-01,47,2262,2,0,0,0,2262,0,0,False
2017-01-02,47,2262,2,0,0,0,2262,0,0,False
2017-01-03,47,2262,2,0,0,0,2262,0,0,False
2017-01-04,47,2262,2,0,0,0,2262,0,0,False
2017-01-05,47,2262,2,0,0,0,2262,0,0,False
2017-01-06,47,2262,2,0,0,0,2262,0,0,False
2017-01-07,47,2262,2,0,0,0,2262,0,0,False
2017-01-08,47,2262,2,0,0,0,2262,0,0,False
2017-01-09,47,2262,2,0,0,0,2262,0,0,False
2017-01-10,47,2262,2,0,0,0,2262,0,0,False
2017-01-11,47,2262,2,0,0,0,2262,0,0,False
2017-01-12,47,2262,2,0,0,0,2262,0,0,False
2017-01-13,47,2262,2,0,0,0,2262,0,0,False
2017-01-14,47,2262,2,0,0,0,2262,0,0,False
2017-01-15,47,2262,2,0,0,0,2262,0,0,False
2017-01-16,47,2262,2,0,0,0,2262,0,0,False
2017-01-17,47,2262,2,0,0,0,2262,0,0,False
2017-01-18,47,2262,2,0,0,0,2262,0,0,False
2017-01-19,47,2262,2,0,0,0,2262,0,0,False
2017-01-20,47,2262,2,0,0,0,2262,0,0,False
2017-01-21,47,2262,2,0,0,0,2262,0,0,False
2017-01-22,47,2262,2,0,0,0,2262,0,0,False
2017-01-23,47,2262,2,0,0,0,2262,0,0,False
2017-01-24,47,2262,2,0,0,0,2262,0,0,False
2017-01-25,47,2262,2,0,0,0,2262,0,0,False
2017-01-26,47,2262,2,0,0,0,2262,0,0,False
2017-01-27,47,2262,2,0,0,0,2262,0,0,False
2017-01-28,47,2262,2,0,0,0,2262,0,0,False
2017-01-29,47,2262,2,0,0,0,2262,0,0,False
2017-01-30,47,2262,2,0,0,0,2262,0,0,False
2017-01-31,47,2262,2,0,0,0,2262,0,0,True
2017-02-01,47,2262,2,0,0,0,2262,0,0,False
2017-02-02,47,2262,2,0,0,0,2262,0,0,False
2017-02-03,47,2262,2,0,0,0,2262,0,0,False
2017-02-04,47,2262,2,0,0,0,2262,0,0,False
2017-02-05,47,2262,2,0,0,0,2262,0,0,False
2017-02-06,47,2262,2,0,0,0,2262,0,0,False
2017-02-07,47,2262,2,0,0,0,2262,0,0,False
2017-02-08,47,2262,2,0,0,0,2262,0,0,False
2017-02-09,47,2262,2,0,0,0,2262,0,0,False
2017-02-10,47,2262,2,0,0,0,2262,0,0,False
2017-02-11,47,2262,2,0,0,0,2262,0,0,False
2017-02-12,47,2262,2,759,759,759,3021,1,1,False
2017-02-13,47,2262,2,0,759,759,3021,1,1,False
2017-02-14,47,2262,2,0,759,759,3021,1,1,False
2017-02-15,47,2262,2,0,759,759,3021,1,1,False
2017-02-16,47,2262,2,925,1684,1684,3946,2,2,False
2017-02-17,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-18,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-19,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-20,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-21,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-22,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-23,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-24,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-25,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-26,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-27,47,2262,2,0,1684,1684,3946,2,2,False
2017-02-28,47,2262,2,0,1684,1684,3946,2,2,True
2017-03-01,47,2262,2,0,1684,0,3946,2,0,False
2017-03-02,47,2262,2,0,1684,0,3946,2,0,False
2017-03-03,47,2262,2,0,1684,0,3946,2,0,False
2017-03-04,47,2262,2,0,1684,0,3946,2,0,False
2017-03-05,47,2262,2,0,1684,0,3946,2,0,False
2017-03-06,47,2262,2,0,1684,0,3946,2,0,False
2017-03-07,47,2262,2,0,1684,0,3946,2,0,False
2017-03-08,47,2262,2,0,1684,0,3946,2,0,False
2017-03-09,47,2262,2,346,2030,346,4292,3,1,False
2017-03-10,47,2262,2,0,2030,346,4292,3,1,False
2017-03-11,47,2262,2,0,2030,346,4292,3,1,False
2017-03-12,47,2262,2,0,2030,346,4292,3,1,False
2017-03-13,47,2262,2,0,2030,346,4292,3,1,False
2017-03-14,47,2262,2,0,2030,346,4292,3,1,False
2017-03-15,47,2262,2,0,2030,346,4292,3,1,False
2017-03-16,47,2262,2,0,2030,346,4292,3,1,False
2017-03-17,47,2262,2,0,2030,346,4292,3,1,False
2017-03-18,47,2262,2,0,2030,346,4292,3,1,False
2017-03-19,47,2262,2,0,2030,346,4292,3,1,False
2017-03-20,47,2262,2,0,2030,346,4292,3,1,False
2017-03-21,47,2262,2,0,2030,346,4292,3,1,False
2017-03-22,47,2262,2,0,2030,346,4292,3,1,False
2017-03-23,47,2262,2,0,2030,346,4292,3,1,False
2017-03-24,47,2262,2,0,2030,346,4292,3,1,False
2017-03-25,47,2262,2,0,2030,346,4292,3,1,False
2017-03-26,47,2262,2,381,2411,727,4673,4,2,False
2017-03-27,47,2262,2,0,2411,727,4673,4,2,False
2017-03-28,47,2262,2,0,2411,727,4673,4,2,False
2017-03-29,47,2262,2,0,2411,727,4673,4,2,False
2017-03-30,47,2262,2,0,2411,727,4673,4,2,False
2017-03-31,47,2262,2,0,2411,727,4673,4,2,True
2017-01-01,53,91,1,0,0,0,91,0,0,False
2017-01-02,53,91,1,0,0,0,91,0,0,False
2017-01-03,53,91,1,0,0,0,91,0,0,False
2017-01-04,53,91,1,0,0,0,91,0,0,False
2017-01-05,53,91,1,0,0,0,91,0,0,False
2017-01-06,53,91,1,0,0,0,91,0,0,False
2017-01-07,53,91,1,0,0,0,91,0,0,False
2017-01-08,53,91,1,0,0,0,91,0,0,False
2017-01-09,53,91,1,0,0,0,91,0,0,False
2017-01-10,53,91,1,0,0,0,91,0,0,False
2017-01-11,53,91,1,0,0,0,91,0,0,False
2017-01-12,53,91,1,0,0,0,91,0,0,False
2017-01-13,53,91,1,0,0,0,91,0,0,False
2017-01-14,53,91,1,0,0,0,91,0,0,False
2017-01-15,53,91,1,0,0,0,91,0,0,False
2017-01-16,53,91,1,0,0,0,91,0,0,False
2017-01-17,53,91,1,0,0,0,91,0,0,False
2017-01-18,53,91,1,0,0,0,91,0,0,False
2017-01-19,53,91,1,0,0,0,91,0,0,False
2017-01-20,53,91,1,0,0,0,91,0,0,False
2017-01-21,53,91,1,0,0,0,91,0,0,False
2017-01-22,53,91,1,0,0,0,91,0,0,False
2017-01-23,53,91,1,0,0,0,91,0,0,False
2017-01-24,53,91,1,0,0,0,91,0,0,False
2017-01-25,53,91,1,0,0,0,91,0,0,False
2017-01-26,53,91,1,0,0,0,91,0,0,False
2017-01-27,53,91,1,0,0,0,91,0,0,False
2017-01-28,53,91,1,0,0,0,91,0,0,False
2017-01-29,53,91,1,0,0,0,91,0,0,False
2017-01-30,53,91,1,0,0,0,91,0,0,False
2017-01-31,53,91,1,0,0,0,91,0,0,True
2017-02-01,53,91,1,0,0,0,91,0,0,False
2017-02-02,53,91,1,-30,-30,-30,61,1,1,False
2017-02-03,53,91,1,0,-30,-30,61,1,1,False
2017-02-04,53,91,1,0,-30,-30,61,1,1,False
2017-02-05,53,91,1,0,-30,-30,61,1,1,False
2017-02-06,53,91,1,0,-30,-30,61,1,1,False
2017-02-07,53,91,1,0,-30,-30,61,1,1,False
2017-02-08,53,91,1,0,-30,-30,61,1,1,False
2017-02-09,53,91,1,0,-30,-30,61,1,1,False
2017-02-10,53,91,1,0,-30,-30,61,1,1,False
2017-02-11,53,91,1,0,-30,-30,61,1,1,False
2017-02-12,53,91,1,0,-30,-30,61,1,1,False
2017-02-13,53,91,1,0,-30,-30,61,1,1,False
2017-02-14,53,91,1,0,-30,-30,61,1,1,False
2017-02-15,53,91,1,0,-30,-30,61,1,1,False
2017-02-16,53,91,1,183,153,153,244,2,2,False
2017-02-17,53,91,1,0,153,153,244,2,2,False
2017-02-18,53,91,1,0,153,153,244,2,2,False
2017-02-19,53,91,1,0,153,153,244,2,2,False
2017-02-20,53,91,1,0,153,153,244,2,2,False
2017-02-21,53,91,1,0,153,153,244,2,2,False
2017-02-22,53,91,1,0,153,153,244,2,2,False
2017-02-23,53,91,1,0,153,153,244,2,2,False
2017-02-24,53,91,1,0,153,153,244,2,2,False
2017-02-25,53,91,1,0,153,153,244,2,2,False
2017-02-26,53,91,1,0,153,153,244,2,2,False
2017-02-27,53,91,1,0,153,153,244,2,2,False
2017-02-28,53,91,1,0,153,153,244,2,2,True
2017-03-01,53,91,1,0,153,0,244,2,0,False
2017-03-02,53,91,1,0,153,0,244,2,0,False
2017-03-03,53,91,1,0,153,0,244,2,0,False
2017-03-04,53,91,1,0,153,0,244,2,0,False
2017-03-05,53,91,1,0,153,0,244,2,0,False
2017-03-06,53,91,1,0,153,0,244,2,0,False
2017-03-07,53,91,1,0,153,0,244,2,0,False
2017-03-08,53,91,1,0,153,0,244,2,0,False
2017-03-09,53,91,1,0,153,0,244,2,0,False
2017-03-10,53,91,1,0,153,0,244,2,0,False
2017-03-11,53,91,1,0,153,0,244,2,0,False
2017-03-12,53,91,1,0,153,0,244,2,0,False
2017-03-13,53,91,1,0,153,0,244,2,0,False
2017-03-14,53,91,1,375,528,375,619,3,1,False
2017-03-15,53,91,1,0,528,375,619,3,1,False
2017-03-16,53,91,1,0,528,375,619,3,1,False
2017-03-17,53,91,1,0,528,375,619,3,1,False
2017-03-18,53,91,1,0,528,375,619,3,1,False
2017-03-19,53,91,1,0,528,375,619,3,1,False
2017-03-20,53,91,1,0,528,375,619,3,1,False
2017-03-21,53,91,1,0,528,375,619,3,1,False
2017-03-22,53,91,1,0,528,375,619,3,1,False
2017-03-23,53,91,1,0,528,375,619,3,1,False
2017-03-24,53,91,1,0,528,375,619,3,1,False
2017-03-25,53,91,1,0,528,375,619,3,1,False
2017-03-26,53,91,1,0,528,375,619,3,1,False
2017-03-27,53,91,1,0,528,375,619,3,1,False
2017-03-28,53,91,1,-94,434,281,525,4,2,False
2017-03-29,53,91,1,72,506,353,597,5,3,False
2017-03-30,53,91,1,0,506,353,597,5,3,False
2017-03-31,53,91,1,0,506,353,597,5,3,True
2017-01-01,72,941,1,0,0,0,941,0,0,False
2017-01-02,72,941,1,0,0,0,941,0,0,False
2017-01-03,72,941,1,0,0,0,941,0,0,False
2017-01-04,72,941,1,237,237,237,1178,1,1,False
2017-01-05,72,941,1,0,237,237,1178,1,1,False
2017-01-06,72,941,1,0,237,237,1178,1,1,False
2017-01-07,72,941,1,0,237,237,1178,1,1,False
2017-01-08,72,941,1,0,237,237,1178,1,1,False
2017-01-09,72,941,1,0,237,237,1178,1,1,False
2017-01-10,72,941,1,0,237,237,1178,1,1,False
2017-01-11,72,941,1,0,237,237,1178,1,1,False
2017-01-12,72,941,1,353,590,590,1531,2,2,False
2017-01-13,72,941,1,0,590,590,1531,2,2,False
2017-01-14,72,941,1,0,590,590,1531,2,2,False
2017-01-15,72,941,1,0,590,590,1531,2,2,False
2017-01-16,72,941,1,0,590,590,1531,2,2,False
2017-01-17,72,941,1,399,989,989,1930,3,3,False
2017-01-18,72,941,1,253,1242,1242,2183,4,4,False
2017-01-19,72,941,1,0,1242,1242,2183,4,4,False
2017-01-20,72,941,1,123,1365,1365,2306,5,5,False
2017-01-21,72,941,1,0,1365,1365,2306,5,5,False
2017-01-22,72,941,1,0,1365,1365,2306,5,5,False
2017-01-23,72,941,1,0,1365,1365,2306,5,5,False
2017-01-24,72,941,1,0,1365,1365,2306,5,5,False
2017-01-25,72,941,1,-30,1335,1335,2276,6,6,False
2017-01-26,72,941,1,0,1335,1335,2276,6,6,False
2017-01-27,72,941,1,0,1335,1335,2276,6,6,False
2017-01-28,72,941,1,0,1335,1335,2276,6,6,False
2017-01-29,72,941,1,0,1335,1335,2276,6,6,False
2017-01-30,72,941,1,0,1335,1335,2276,6,6,False
2017-01-31,72,941,1,0,1335,1335,2276,6,6,True
2017-02-01,72,941,1,0,1335,0,2276,6,0,False
2017-02-02,72,941,1,0,1335,0,2276,6,0,False
2017-02-03,72,941,1,0,1335,0,2276,6,0,False
2017-02-04,72,941,1,0,1335,0,2276,6,0,False
2017-02-05,72,941,1,107,1442,107,2383,7,1,False
2017-02-06,72,941,1,0,1442,107,2383,7,1,False
2017-02-07,72,941,1,219,1661,326,2602,8,2,False
2017-02-08,72,941,1,0,1661,326,2602,8,2,False
2017-02-09,72,941,1,337,1998,663,2939,9,3,False
2017-02-10,72,941,1,0,1998,663,2939,9,3,False
2017-02-11,72,941,1,0,1998,663,2939,9,3,False
2017-02-12,72,941,1,0,1998,663,2939,9,3,False
2017-02-13,72,941,1,0,1998,663,2939,9,3,False
2017-02-14,72,941,1,0,1998,663,2939,9,3,False
2017-02-15,72,941,1,0,1998,663,2939,9,3,False
2017-02-16,72,941,1,0,1998,663,2939,9,3,False
2017-02-17,72,941,1,0,1998,663,2939,9,3,False
2017-02-18,72,941,1,0,1998,663,2939,9,3,False
2017-02-19,72,941,1,0,1998,663,2939,9,3,False
2017-02-20,72,941,1,0,1998,663,2939,9,3,False
2017-02-21,72,941,1,0,1998,663,2939,9,3,False
2017-02-22,72,941,1,0,1998,663,2939,9,3,False
2017-02-23,72,941,1,245,2243,908,3184,10,4,False
2017-02-24,72,941,1,0,2243,908,3184,10,4,False
2017-02-25,72,941,1,0,2243,908,3184,10,4,False
2017-02-26,72,941,1,0,2243,908,3184,10,4,False
2017-02-27,72,941,1,0,2243,908,3184,10,4,False
2017-02-28,72,941,1,0,2243,908,3184,10,4,True
2017-03-01,72,941,1,0,2243,0,3184,10,0,False
2017-03-02,72,941,1,0,2243,0,3184,10,0,False
2017-03-03,72,941,1,0,2243,0,3184,10,0,False
2017-03-04,72,941,1,270,2513,270,3454,11,1,False
2017-03-05,72,941,1,0,2513,270,3454,11,1,False
2017-03-06,72,941,1,0,2513,270,3454,11,1,False
2017-03-07,72,941,1,0,2513,270,3454,11,1,False
2017-03-08,72,941,1,0,2513,270,3454,11,1,False
2017-03-09,72,941,1,396,2909,666,3850,12,2,False
2017-03-10,72,941,1,0,2909,666,3850,12,2,False
2017-03-11,72,941,1,60,2969,726,3910,13,3,False
2017-03-12,72,941,1,0,2969,726,3910,13,3,False
2017-03-13,72,941,1,0,2969,726,3910,13,3,False
2017-03-14,72,941,1,0,2969,726,3910,13,3,False
2017-03-15,72,941,1,0,2969,726,3910,13,3,False
2017-03-16,72,941,1,0,2969,726,3910,13,3,False
2017-03-17,72,941,1,0,2969,726,3910,13,3,False
2017-03-18,72,941,1,0,2969,726,3910,13,3,False
2017-03-19,72,941,1,0,2969,726,3910,13,3,False
2017-03-20,72,941,1,0,2969,726,3910,13,3,False
2017-03-21,72,941,1,0,2969,726,3910,13,3,False
2017-03-22,72,941,1,0,2969,726,3910,13,3,False
2017-03-23,72,941,1,0,2969,726,3910,13,3,False
2017-03-24,72,941,1,0,2969,726,3910,13,3,False
2017-03-25,72,941,1,0,2969,726,3910,13,3,False
2017-03-26,72,941,1,0,2969,726,3910,13,3,False
2017-03-27,72,941,1,0,2969,726,3910,13,3,False
2017-03-28,72,941,1,0,2969,726,3910,13,3,False
2017-03-29,72,941,1,0,2969,726,3910,13,3,False
2017-03-30,72,941,1,0,2969,726,3910,13,3,False
2017-03-31,72,941,1,0,2969,726,3910,13,3,True
2017-01-01,74,1009,2,0,0,0,1009,0,0,False
2017-01-02,74,1009,2,0,0,0,1009,0,0,False
2017-01-03,74,1009,2,0,0,0,1009,0,0,False
2017-01-04,74,1009,2,0,0,0,1009,0,0,False
2017-01-05,74,1009,2,0,0,0,1009,0,0,False
2017-01-06,74,1009,2,0,0,0,1009,0,0,False
2017-01-07,74,1009,2,0,0,0,1009,0,0,False
2017-01-08,74,1009,2,0,0,0,1009,0,0,False
2017-01-09,74,1009,2,0,0,0,1009,0,0,False
2017-01-10,74,1009,2,0,0,0,1009,0,0,False
2017-01-11,74,1009,2,0,0,0,1009,0,0,False
2017-01-12,74,1009,2,0,0,0,1009,0,0,False
2017-01-13,74,1009,2,0,0,0,1009,0,0,False
2017-01-14,74,1009,2,0,0,0,1009,0,0,False
2017-01-15,74,1009,2,0,0,0,1009,0,0,False
2017-01-16,74,1009,2,0,0,0,1009,0,0,False
2017-01-17,74,1009,2,0,0,0,1009,0,0,False
2017-01-18,74,1009,2,0,0,0,1009,0,0,False
2017-01-19,74,1009,2,0,0,0,1009,0,0,False
2017-01-20,74,1009,2,0,0,0,1009,0,0,False
2017-01-21,74,1009,2,0,0,0,1009,0,0,False
2017-01-22,74,1009,2,0,0,0,1009,0,0,False
2017-01-23,74,1009,2,0,0,0,1009,0,0,False
2017-01-24,74,1009,2,0,0,0,1009,0,0,False
2017-01-25,74,1009,2,0,0,0,1009,0,0,False
2017-01-26,74,1009,2,0,0,0,1009,0,0,False
2017-01-27,74,1009,2,0,0,0,1009,0,0,False
2017-01-28,74,1009,2,0,0,0,1009,0,0,False
2017-01-29,74,1009,2,0,0,0,1009,0,0,False
2017-01-30,74,1009,2,0,0,0,1009,0,0,False
2017-01-31,74,1009,2,0,0,0,1009,0,0,True
2017-02-01,74,1009,2,0,0,0,1009,0,0,False
2017-02-02,74,1009,2,0,0,0,1009,0,0,False
2017-02-03,74,1009,2,0,0,0,1009,0,0,False
2017-02-04,74,1009,2,0,0,0,1009,0,0,False
2017-02-05,74,1009,2,0,0,0,1009,0,0,False
2017-02-06,74,1009,2,0,0,0,1009,0,0,False
2017-02-07,74,1009,2,0,0,0,1009,0,0,False
2017-02-08,74,1009,2,0,0,0,1009,0,0,False
2017-02-09,74,1009,2,0,0,0,1009,0,0,False
2017-02-10,74,1009,2,0,0,0,1009,0,0,False
2017-02-11,74,1009,2,0,0,0,1009,0,0,False
2017-02-12,74,1009,2,0,0,0,1009,0,0,False
2017-02-13,74,1009,2,0,0,0,1009,0,0,False
2017-02-14,74,1009,2,0,0,0,1009,0,0,False
2017-02-15,74,1009,2,0,0,0,1009,0,0,False
2017-02-16,74,1009,2,0,0,0,1009,0,0,False
2017-02-17,74,1009,2,0,0,0,1009,0,0,False
2017-02-18,74,1009,2,0,0,0,1009,0,0,False
2017-02-19,74,1009,2,0,0,0,1009,0,0,False
2017-02-20,74,1009,2,0,0,0,1009,0,0,False
2017-02-21,74,1009,2,0,0,0,1009,0,0,False
2017-02-22,74,1009,2,0,0,0,1009,0,0,False
2017-02-23,74,1009,2,0,0,0,1009,0,0,False
2017-02-24,74,1009,2,0,0,0,1009,0,0,False
2017-02-25,74,1009,2,0,0,0,1009,0,0,False
2017-02-26,74,1009,2,0,0,0,1009,0,0,False
2017-02-27,74,1009,2,0,0,0,1009,0,0,False
2017-02-28,74,1009,2,0,0,0,1009,0,0,True
2017-03-01,74,1009,2,0,0,0,1009,0,0,False
2017-03-02,74,1009,2,0,0,0,1009,0,0,False
2017-03-03,74,1009,2,0,0,0,1009,0,0,False
2017-03-04,74,1009,2,0,0,0,1009,0,0,False
2017-03-05,74,1009,2,898,898,898,1907,1,1,False
2017-03-06,74,1009,2,0,898,898,1907,1,1,False
2017-03-07,74,1009,2,0,898,898,1907,1,1,False
2017-03-08,74,1009,2,0,898,898,1907,1,1,False
2017-03-09,74,1009,2,0,898,898,1907,1,1,False
2017-03-10,74,1009,2,0,898,898,1907,1,1,False
2017-03-11,74,1009,2,0,898,898,1907,1,1,False
2017-03-12,74,1009,2,0,898,898,1907,1,1,False
2017-03-13,74,1009,2,0,898,898,1907,1,1,False
2017-03-14,74,1009,2,0,898,898,1907,1,1,False
2017-03-15,74,1009,2,0,898,898,1907,1,1,False
2017-03-16,74,1009,2,0,898,898,1907,1,1,False
2017-03-17,74,1009,2,0,898,898,1907,1,1,False
2017-03-18,74,1009,2,0,898,898,1907,1,1,False
2017-03-19,74,1009,2,0,898,898,1907,1,1,False
2017-03-20,74,1009,2,0,898,898,1907,1,1,False
2017-03-21,74,1009,2,0,898,898,1907,1,1,False
2017-03-22,74,1009,2,0,898,898,1907,1,1,False
2017-03-23,74,1009,2,0,898,898,1907,1,1,False
2017-03-24,74,1009,2,0,898,898,1907,1,1,False
2017-03-25,74,1009,2,0,898,898,1907,1,1,False
2017-03-26,74,1009,2,0,898,898,1907,1,1,False
2017-03-27,74,1009,2,0,898,898,1907,1,1,False
2017-03-28,74,1009,2,342,1240,1240,2249,2,2,False
2017-03-29,74,1009,2,0,1240,1240,2249,2,2,False
2017-03-30,74,1009,2,0,1240,1240,2249,2,2,False
2017-03-31,74,1009,2,0,1240,1240,2249,2,2,True
2017-01-01,78,3201,2,0,0,0,3201,0,0,False
2017-01-02,78,3201,2,0,0,0,3201,0,0,False
2017-01-03,78,3201,2,0,0,0,3201,0,0,False
2017-01-04,78,3201,2,0,0,0,3201,0,0,False
2017-01-05,78,3201,2,0,0,0,3201,0,0,False
2017-01-06,78,3201,2,0,0,0,3201,0,0,False
2017-01-07,78,3201,2,0,0,0,3201,0,0,False
2017-01-08,78,3201,2,0,0,0,3201,0,0,False
2017-01-09,78,3201,2,0,0,0,3201,0,0,False
2017-01-10,78,3201,2,0,0,0,3201,0,0,False
2017-01-11,78,3201,2,0,0,0,3201,0,0,False
2017-01-12,78,3201,2,0,0,0,3201,0,0,False
2017-01-13,78,3201,2,0,0,0,3201,0,0,False
2017-01-14,78,3201,2,0,0,0,3201,0,0,False
2017-01-15,78,3201,2,0,0,0,3201,0,0,False
2017-01-16,78,3201,2,0,0,0,3201,0,0,False
2017-01-17,78,3201,2,0,0,0,3201,0,0,False
2017-01-18,78,3201,2,0,0,0,3201,0,0,False
2017-01-19,78,3201,2,0,0,0,3201,0,0,False
2017-01-20,78,3201,2,0,0,0,3201,0,0,False
2017-01-21,78,3201,2,0,0,0,3201,0,0,False
2017-01-22,78,3201,2,0,0,0,3201,0,0,False
2017-01-23,78,3201,2,0,0,0,3201,0,0,False
2017-01-24,78,3201,2,0,0,0,3201,0,0,False
2017-01-25,78,3201,2,0,0,0,3201,0,0,False
2017-01-26,78,3201,2,0,0,0,3201,0,0,False
2017-01-27,78,3201,2,0,0,0,3201,0,0,False
2017-01-28,78,3201,2,0,0,0,3201,0,0,False
2017-01-29,78,3201,2,0,0,0,3201,0,0,False
2017-01-30,78,3201,2,0,0,0,3201,0,0,False
2017-01-31,78,3201,2,0,0,0,3201,0,0,True
2017-02-01,78,3201,2,0,0,0,3201,0,0,False
2017-02-02,78,3201,2,0,0,0,3201,0,0,False
2017-02-03,78,3201,2,0,0,0,3201,0,0,False
2017-02-04,78,3201,2,0,0,0,3201,0,0,False
2017-02-05,78,3201,2,0,0,0,3201,0,0,False
2017-02-06,78,3201,2,0,0,0,3201,0,0,False
2017-02-07,78,3201,2,0,0,0,3201,0,0,False
2017-02-08,78,3201,2,0,0,0,3201,0,0,False
2017-02-09,78,3201,2,0,0,0,3201,0,0,False
2017-02-10,78,3201,2,313,313,313,3514,1,1,False
2017-02-11,78,3201,2,0,313,313,3514,1,1,False
2017-02-12,78,3201,2,0,313,313,3514,1,1,False
2017-02-13,78,3201,2,0,313,313,3514,1,1,False
2017-02-14,78,3201,2,0,313,313,3514,1,1,False
2017-02-15,78,3201,2,0,313,313,3514,1,1,False
2017-02-16,78,3201,2,0,313,313,3514,1,1,False
2017-02-17,78,3201,2,0,313,313,3514,1,1,False
2017-02-18,78,3201,2,0,313,313,3514,1,1,False
2017-02-19,78,3201,2,0,313,313,3514,1,1,False
2017-02-20,78,3201,2,0,313,313,3514,1,1,False
2017-02-21,78,3201,2,0,313,313,3514,1,1,False
